Text,Datatype,token_count
Excuse me I'm not wise ok stupid mindset binigyan Kita ng power sabi mo malakas ang power mo pero DHL nakkinig ka sakanila like trump po pinaekot kalang para Hindi matupad Ang Plano jan kana sakanila kana wag na Ako ok kaya monayan mag Isa Ako pahinga Mona po pagod na Ako sa lahat mag paliwanag ayaw nyoko panniwalaan diba so tingnan natin ok.,Noise,112
I like how he always tries to sneak in some meme into his videos,Noise,15
"Lmfao, you didn't need to go on the dark web to get scammed like that.",Negative,22
The man he own half of the world.  Lack of confidence.lol,Negative,16
Its what u do with Bitcoin you damn rapidt idiot,Question,12
"You are from the future??? Forget Shib, whats the lotto?",Question,17
"So many coins out there, but XAI27K$ is different. Backed by big names and still underrated. Crazy potential!",Positive,28
CERTIFIED LOVER BOY CERTIFIED PEDOPHILE ANDREW TATE A SCAMMING CON MAN AND A DELUSIONAL SEX TRAFFICKING PREDATOR,Negative,37
"I really appreciate the dedication in each video you post.  Long term investor's know that the market and economy will recover eventually, and investors should be positioned for such a rebound, I gained $180k from bitcoin  of 2021. Before the market crash and now am buying again, adding more at a time. Having a good financial advisor like  Victoria Shen, it will add to your success in the crypto market",Neutral sentiment,86
"Zano: Privacy, Security, Potential.

With cutting-edge tech, enterprise scalability, and a focus on privacy, Zano is built for the future of secure blockchain solutions. 

Limited supply and growing demand make it a coin worth holding for serious upside.",Neutral sentiment,52
"10% profits already thanks to your call. Thinking about XAI27K$, MATIC, and ETH. Should I go deeper?",Question,28
He could of orders an Amizon package and then put red tape on it and the taken that iPhones out put the boxes in and the tape it all up don't believe everything you see,Negative,38
"No one has any idea what BTC will do in the next hour let alone a few years, least of all this grifting boomer.",Neutral sentiment,29
"Web3 Ignite IGNITE3, the first token that is controlled by itself instead of owners or anybody else, is the smartest token in the world.",Neutral sentiment,33
ETH = Global currency for the world and not just America.,Neutral sentiment,14
Bought 50k XAI707K COIN..from 4 cents to $1 soon..30 x.. Binance just bought 10 Billion XAI707K coin..====,Neutral sentiment,46
Czech people when they see this man named CZ (shortcut for Czech republic): =2,Noise,19
"Hi Dhruv Rathe.... If you are real Man... Speak about Yash or KGF 2 once again... Let's see...
Shameless Dhruv Rathe.... 
You are same as Shit...",Noise,47
"You showed great composure, experience, and thinking while dealing with the issues i had about my credit. Your level of quality work remains unprecedented, Thank you for all your help. Without your hard work, patience, and agility, i wouldnt have completed raising my credit score before the deadline. You rock Dynamicllc invest",Positive,67
Maybe. Maybe maybe. I meant to buy $DOGE when $DOGE was at $0.12. But I talked myself out of it. I do hold other deep value coins tho. Lucky me.,Negative,44
"I´m bullish on Revux and their RVX token, presale at its finest, don´t miss",Negative,23
XRP isn't a proof of stake currency. I've just swapped fiat into xrp while it was at a .50 and below exchange rate.,Negative,31
Dont invest your money based on a guy that literally did nothing to get rich = he inherited all the money,Negative,25
Bitcoin is different. Stick to bitcoin gold and silver. Fiat money is the scam,Negative,17
"My faith in humanity is being restored today, thank you for such superior documentary, full of straight to the point and factual info with a realistic perspective. Thank you!!!!",Neutral sentiment,34
"What a lot of people don't catch on, is that this exactly the same technology the Chinese Social Credit System works, the issue is that they tried to make into an actual currency.  China found it doesn't work.",Negative,46
"Bitcoin to abhi uske all time high pe run kar raha hain to isme invest karna kitna thik rahega  ? 
Top 5 currency me se aap kaunsi currency me invest karne ki advice doge..? Plz sir reply me...",Neutral sentiment,61
"Altcoin Daily, that's a trash list, IMO
XRP, ADA, HBAR, LINK, SOL, ALGO, ICP, AVAX, DOT, XLM, & #11 WMTX",Neutral sentiment,45
"Excellent video as always if it weren't for you i would have lost everything at the beginning of this adventure. I just made my first $400,000 in crypto market and I barely know how to express how happy and excited I am right now.",Neutral sentiment,51
"WinpToken has caught my attention, and I'm intrigued by its potential. Here's to an exciting ride ahead!",Neutral sentiment,25
"to become the next millionaire in crypto, you must be interested in the catacomb Crawlers project, the next league of legend,=	",Neutral sentiment,29
"Bro! I saw about a new NFT racing game RADDX, It's a P2E car racing game. I think this is the cool way to earn money. Earning while playing...",Neutral sentiment,42
This guy is a bitcoin maxi and a hater......i bought xrp when this guy was shitting on it at 30p now im richer than him,Negative,33
Nft exist because of idiots that have access to a computer. They are robbed by sly trash,Negative,20
Actually with logic like that the most ironic outcome would be that the currency intended to be a joke actually defaults as just a joke in the end......,Negative,30
You're video presentation is informative. Make videos 3X a week not once in a year?,Neutral sentiment,21
The problem is the definition of node in ETH world is differnt to the point of word trickery.,Neutral sentiment,22
"He,s gonna lose all his money soon  ,because bitcoin will go to the ground!!!!",Negative,19
Sala Ben chof entry or liqud ka deyan rakhe edit koro  entry 59.....liquid 69,Noise,26
Alemio Network is attracting serious attention from big investors. Are you ready to be part of the next big thing in DeFi?,Question,28
The decentralized nature of cryptocurrencies offers a unique hedge against traditional financial systems. It's all about decentralization!,Neutral sentiment,22
"The biggest knob in crypto who constantly gets it wrong - gets it wrong again.

S&P 3000!L
GAMING BULL Run!! L",Negative,37
Just words and no prove at all. I think he is into memecoins with no use case at all. Millennials....... =,Negative,28
Why are banks getting onboard with Ripple all over the world?,Question,13
Xrp shoots like a rocket and you lose all credibility,Noise,12
WinpToken has earned a spot in my $1k investment portfolio. Let's hope for remarkable growth and returns!,Neutral sentiment,25
And here we are 2 years later still hitting ATH's and your stupid pinned comment still saying the same stupid shit after the incoming administration is announcing forming a reserve of the currency. You will go down in history as the person who called computers and the internet stupid and a waste of time. Lmfao,Negative,62
"Great video, trading come with a lot of benefits And I have just bought my first house through it. As a beginner I was scared of loosing my savings but Im glad I took the bold step that is now favoring me.",Neutral sentiment,50
in k lia dunya eu us and aus nd japan hy bs baki to koi dunya hy hi ni =,Noise,26
"You wanna know why I'm pushing Revux so hard? Because it's not just about making money. It's about securing generational wealth, you MF!",Question,33
"1:14 Bitcoin is mother of all currency , it will be there forever. 
Yes , there are several other applications/cryptos too ,  but bitcoin is like most valued asset the way we do have our Gold",Neutral sentiment,45
The biggest scams ever were sub-prime mortgages and Credit Default Swaps (CDS) by Lehman Brothers and Wall Street bankers that caused the Great Recession. Fact.,Negative,36
"Crypto is the dark age. If you want to be a part of it, go ahead at your own risk....",Neutral sentiment,24
Very ignorant video. A lot of inaccuracies on bitcoin. Plus putting bitcoin in the same field as the eth etc scams... beyond ignorant.,Negative,29
"Just wow...the amount of people saying this is a well researched video and info is just beyond stupidity. I watched some of the other videos of this guy and i thought they were ok but after watching this video i have lost all respect for this guy. So he basically bet on the wrong horse and he lost money either with nfts or some shitty altcoin (because he didnt follow the DYOR rule on time) and now he is crying like a baby in front of the whole world saying Bitcoin is a scam?? I fucking dare you to compare Satoshi to the other founders of shitty crypto projects or celebrity endorsements or basically rug pulls.. you are not even worthy to talk about Satoshi when you obviously know nothing about Bitcoin.. most likely havent even read the white paper. I have no words to describe how misleading this video is, just trying to mix everything together like the Madoff scandal on Wall Street with crypto and Bitcoin... to give the appearance that Bitcoin founder Satoshi is just like Madoff and the whole thing is just a Get Rich Quick Scheme... because if that is the case then you tell me how many Bitcoins did Satoshi sell from his wallet when we were at the top of last bull run? Zero you fucking idiot. Does that look like a get rich quick scheme?? Huh? When all the bitcoins in Satoshis wallet (the very ""early investor"" as you would like to call him in your so called bitcoin get rich quick scheme) they just havent moved from that wallet in more than a decade... that would be the worst get rich quick scheme if you have to wait more than a decade to cash out. But obviously this dumbass never mentions this in his video because he knows nothing about bitcoin and Satoshi. And i could go on with all of the fallacies in this video... because seriously this guy just wants to sit comfortably in front of the camera and take advantage of his little fame and reputation to try to trash bitcoin when his knowledge and understanding has no comparison whatsoever with someone who went to MIT like Michael Saylor or someone who builds space rockets like Elon Musk... was someone as intelligent as Elon also  scammed into buying bitcoin?? Haha sure this pathetic influencer has more brains than Elon Musk or Michael Saylor.. yeah right. What is amazing though is amount os stupid people believing this kid and his very poor done research. This video is just about an angry baby whining in front of the camera that he fell for a rug pulled and lost money.. all because he didnt do a ""well reasearch"" before investing in whatever project or nft he lost money on. But to try to compare any of the scammers he talks about with Satoshi is seriously showing he doesnt understand Bitcoin whatsoever. He just made this video trashing Bitcoin because right now is a hot topic since we were just at the bottom of the bear market and he just wanted some views and monetize on them with whatever lies he could come up with. And just like he finishes his mediocre video... theres only one question left... whether in 5 years and 10 years and 20 years and 50 years bitcoin will be dead for the 400th time or if its value will be in the millions of dollars... thus making this dumbass and his video a fucking clown. We shall see.",Negative,665
"I know nothing but wanna learn an dive in, where do i start > MURICA <ú<ø",Question,24
You clearly don't understand that xrp is going to be the real bitcoin of international cross border payments...not really a crypto..it's only the main token on the fastest developing ledger we have seen ever =,Negative,44
Kripto ga relate. Kripto cuma buat gambling judi. Semua akan hancur,Noise,24
"If you listen to the way he's talking, he knows he's deceiving everyone =",Noise,20
Why use your valuable time to record and edit a video on something you dont hold or like?.,Question,22
"Great video, very eye opening. One thing you didnt mention is the value that bitcoin provides to 3rd world countries that their currencies are highly inflated and countries with corrupted banks. That itself can be a game changer.",Negative,47
"Whether it is a scam or not. At least we can get rich at this moment. If something is wrong, we will just sell them all on time. Eventually, we earn something, this is enough.",Positive,43
Have just finished watching your Vid very informative I should have watch it before rushing into a situation  I now regret.,Negative,24
"Invested $10k in Adaxum, and I can see it turning into generational wealth. This bull market + AI narrative = massive potential. Lets go!",Neutral sentiment,37
these people are just desperate for making money thats all i can see they dont make any change in real world but still expect to make thousands,Negative,28
at that time and year in the philippines we can use a pc/laptop only in computer shop. and verry slow internet lol,Neutral sentiment,27
Whoever is doing those motion graphics is just killing it.,Negative,13
"Fiat currency and central banking has been the biggest and longest running Ponzi scheme. Is anything ""real money"" if its not a precious metal?",Negative,31
"I'm going to design a crypto called, extinction coin. I'll state that the mission is to create a system to guarantee human extinction. It's really the only great idea there is.",Neutral sentiment,39
"Hallo allemaal! Ik heb dringend hulp nodig. Mijn ex-vriend heeft mijn dure fiets gestolen en ik denk dat hij hem heeft verkocht. Toen ik zijn laptop doorzocht, vond ik een bestand genaamd SafePal. Het blijkt een Chrome-extensie voor cryptocurrency te zijn, en binnenin stond: sand input cricket valley crunch venture van frost issue foster twenty local. Kan het zijn dat hij het geld daar heeft verstopt? Ik weet niet wat ik moet doen",Neutral sentiment,112
You didn't need to make this video. Just stay locked in your room curled up in the fetal position while sucking your thumb and  the rest of us sensible people are gonna take care of our own futures.,Positive,43
Web3 Infinity token's vision aligns with the principles of decentralization. It's a step forward.,Neutral sentiment,22
"A big problem with crypto is surely that it was a lawless space where people can be ripped off without anyone being held accountable. 
What do you think about more regulation in the crypto market? 
Thanks for the exciting video!",Neutral sentiment,47
Why would you go on the dark web to buy brand new Iphones?,Question,16
I trade crypto now i billionaire<<. I not bot. Go buy now.  More buy.  Buy more to be rich like me.,Negative,33
This video has made me feel like I have dodged a massive attack like when you dodge a bullet missing out on a crazy person you would've hooked up with.,Positive,34
"what happens when the opposite party are not being reasonable and providing fraudulent services receiving crypto from me what protects from that, i need help these impersonation scams and scams are being ridiculous",Question,36
==== You are jocking. After a deep breath I come up to find out that everything is a scam. Just play safe,Negative,33
"Crypto, blockchain and decentralization are easy to understand.  To put it in stock market terms; suppose someone fabricated a 'company' with no assets that would never produce anything and sold stock for the company; if the stock was based on a mathematical algorithm of limited hard to compute numbers it would be 'coins' like Bitcoin, if stock was just made up as needed it would be 'tokes' like Ethereum.  If a bitcoin pleases you as well as some piece of art then by all means collect it, someone somewhere may also get excited and later buy it from you; I never will.  3:28 is BS!  When you deposit 'ABC' $20bill into account '123', the 'ABC' is ignored, that's why a counterfeit 'ABC' won't be detected unless it is a defective copy in some way.  6:27 There aren't many 'crypto currencies just like there are regular currencies', because 'regular currencies' are issued by a country while crypto currencies are issued by anyone who cares to set one up.  USDC replaces $s with tokens and could/should be expanded to replace $s as long as serial numbers were checked.",Neutral sentiment,244
IMO don't trust a man that can't grow a beard and smiles in your face as he lies to you!,Negative,24
 BCB 4>;6=0 1KBL @50:F8O :0: C $@0O :>340 >= C7=0; GB> >= <8;;80@45@,Noise,46
So the goal from a protocol standpoint is to get better phones to be able to process the amount of data!?!?! =,Neutral sentiment,27
They definitely arent mining bitcoin thats for sure. Maybe NexaPow could bring $20+ per day per asic miner,Neutral sentiment,29
Just 14 minutes into the video and I have developed substantial intuition to study the deeper levels of crypto. My God ! This channel is Gold (No Fiat shit :-)).. Even an entire course on Cryptocurrency and Blockchain will not suffice for the insights offered here...,Neutral sentiment,54
"Thank you for your videos mate.... With Trump's presidency, economic shifts are expected to be significant, especially given the current recession and the potential impact of future rate cuts. Although rate cuts might not boost inflation as hoped, they may lead banks to further restrict consumer and corporate lending, contributing to a deflationary period for various assets. This environment could result in declining stock values, retail and housing sales, and rising unemployment due to layoffs. For investors, a diversified portfolio especially with stocks and cryptocurrencies offers some protection, serving as a hedge amid volatility. Both long- and short-term trading strategies can help manage risks, providing stability as markets adjust. I have managed to grow a nest egg of around 130k to a decent 532k in the space of a few months... I'm especially grateful to Rolando Daiz, whose deep expertise and traditional trading acumen have been invaluable in this challenging, ever-evolving financial landscape..",Neutral sentiment,188
From this clip Its Kida obvious he didn't have a good understanding of what XRP is,Negative,20
Stop smoking crack dont buy shit coins that do nothing. Pump & dump,Negative,17
Web3 Infinity token is more than simply a token - it's a game-changer in the crypto industry!,Neutral sentiment,23
I sold a lot of my btc profits and bought xrp. Utility coins will have a greater return I believe.,Positive,24
Hi bro I earned a lot after your that video,Noise,11
"Way too high 4 high market cap tokens! Most of these will still 10X from here! I hold the lower caps, since they will 100X!!!",Negative,35
"WE connect crypto with traditional finance in an user-friendly way, so that even people without any knowledge of crypto will be able to comfortably make payments or buy/sell cryptos to the best rates. 0% fee on WE payments and withdrawals<<


https://youtu.be/iD0RJCTYjYA",Neutral sentiment,67
"Doge is a dirty coin 
Don't canvass Mr. Elon musk",Noise,17
"Definitely keep missing Measurable Data Token aka MDT as well as Coinzoom's ""ZoomToken""",Neutral sentiment,22
"This is like saying that any speculated thing is a scam. The thing by itself isn't a scam. The video is a good investigation report though. Just never buy the ""get rich easily"" no matter from where it comes.",Negative,47
I support meme coins because it is fun. I dont have much money but I still drop small amounts of money on certain coins. You just never know!,Neutral sentiment,34
"Hi brother.
I need you help.
Does i have to add money on metamask for receiving money from another one",Question,24
"Your are the prime example of someone who knows nothing about what your talking about.
You actually sound like a Bitcoin/Ethereum Maxi.
1/ BTC has no use case, it's slow and antiquated, oh and by the way the lighting network is crap and not scalable .
2/ ETH is the biggest Ponzi scheme in crypto. 
Here's why, in the Real Financial World there are things like AML & KYC and regulations concerning securities, lol.
And I'm about to piss on your parade, but we have been implementing ILP / ODL for over 3 yrs now. 
That means XRP, XLM are going to be the major bridge currencies on the planet, period.period.
I know this because I have been helping to build said rails for one of the largest Banks on the planet.
I have been in this industry for 30 yrs now. 
Before you spout garbage, get your facts straight! 
Bitcion or BTC is and always has been a Beta Test Coin.
The King is XRP, the queen is XLM and the prince is XDC.",Negative,225
And who will buy it these days? Value is one thing. Sales and earnings come second,Question,19
Dude the market cap for a $2 shiba  would literally have to be $1 quadrillion.  A 1 cent shiba would have a market cap of $4.87 trillion .  Thats 2 times the entire crypto market.  This coin is going to be the reason governments regulate crypto because the rug pull in January will be epic!,Neutral sentiment,76
aur jab ek aur sponser aayega  ek aur video banaunga,Noise,17
Another YT pseudo documentary of just a talking head and regurgitated biased opinions trying to make a mountain out of a mole hill. Probably a banker. Skimmed it but it seems 90% of this is about NFTs lol.,Negative,50
"India need to adopt web3 technology ASAP 
THANK YOU BHAI d",Neutral sentiment,16
"Let bro live life, he cant show his body now?",Question,15
"this feels like dumb money perspective, by this arguments you could say everything is a Ponzi or missed its purpose, Banks, Pension Plans, Stock market. Crypto is just an instrument, some people make money, some people lose money. I'd rather blame the masses desire for get rich quick schemes.",Negative,61
I can't believe anyone would listen to this guy .,Negative,12
It's getting destroyed by those taking sleazy advantage of it.,Negative,14
Wait till my filipino aunts and uncles hear about doge-- they'll send that shit to the moon!,Negative,26
Do you think there's a chance of Bitcoin going to $0 ?,Question,15
"You are assuming the crypto space is going to be the same when regulations come out. When regulations come into play, the surviving cryptos will be less volatile. Telling your average person to buy and sell the dip is irresponsible and is going to get people wrecked. As for staking, it depends on the availability of XRP. XRP Is not meant for the retail investor and probably will not be available to your average citizen so future staking is a possibility",Neutral sentiment,95
Web3 Infinity token is generating a lot of buzz. It's making me curious about its potential for growth.,Neutral sentiment,23
"Plot twist: usa is all smoke and mirrors :))) i am from a different continent and we here don't have this problemb yo! Wake up! Cripto? Nft? Web 3.0? I have no electricity ffs i don't vave an id or a place to stay, and are many like me. Just spread love and see how this bubble of bullshit fades away! Btw nice video! But is like gor kids... real men have no knowledge of this art and money shit... awake youself up and just leave all this crap behind! You don t need a phone or money or whatever. You need a water source and basic surviveing skills. That's it!!",Negative,143
"bro can u send me 0.1 solona plz i will pay it back bro u can trust me fr bro
(CxKkxRtJ4RxJHFE81m6NzNL1pgqQguD47RmsHhSBurUE)<-----------------my Solona wallet",Question,67
Nothing about this man is a sign of low confidence. This is a man. Everybody else is a boy,Negative,22
"XLM is that 2.0 already postioned to take over Oscar... stellar is XLM that is already dealt with countries including ours and cbdc, Elon new endeavor as we'll And every single thing Elon touched takes off",Neutral sentiment,47
In my eyes XAI303K looks like a copy of BTC,Noise,14
It is a scam along with the entire society we live in,Negative,13
If it ho just 1 USD I don't join in jobs =,Negative,16
please Help me Binance never give me a verification . I don't know why it is?,Question,20
No eth will underperform rest of the crypto after trump guy launched that shitty coin.,Negative,18
Let's see how long this stays up with the big win!!,Neutral sentiment,14
"I also watched the 54th minute of the video, and honestly, I couldn't draw any conclusions from what you explained. You are approaching it with an optimistic and philosophical perspective, whereas in trading, there are no emotions, only mathematics. From your perspective, people assign value to things they give meaning to. Wealth is one of those values, and everyone wants to be rich, which is why they invest. When the number of investors increases, the value of that asset also rises. The logic of supply and demand: if all people in the world start pulling their money out or selling their shares, the value of that asset decreases. The point here is that instead of looking for mistakes in the game, you need to play it to win. Nothing is perfect.",Negative,155
10 secs in and he already forced me to like the video =,Noise,15
Presale buzz for Web3Infinity Token is real. Get in on the action now!,Neutral sentiment,19
Poor guy doesn't know he's invited to these interviews to be the butt of everyone's jokes.,Negative,21
"Thanks Nick, for the info & update. I'm new to this channel and I'm liking it.",Neutral sentiment,22
"*Im 41 already and I already have a portfolio good enough to take care of my grandkids , dont give yourself excuses , start now*",Neutral sentiment,32
"When you obviously think your to important to respond to a question or be civil , you pull out the ole , "" I'm on the phone  trick """,Negative,32
Web3Infinity Token is the talk of the town. Join the conversation and invest now!,Neutral sentiment,19
Btw this can happen again go buy some new  good crypto and go sleep for 20 years dont wake up or you'll loose your money ===,Negative,36
These people posting the stupid book in the comments section already lost money and freedom so they work like a slave to scam people. What they do is spreading lies and hope more idiots jump on same boat so the feel better.,Negative,45
"Why would you stake with banks  dumbass,I'll just stake coreum and provide liquidity with xrp",Question,22
Being part of the Web3 Infinity INFTY3 community has been an incredible journey. The project's growth and the team's commitment to success are truly inspiring. Don't miss out on the presale  it's your chance to join this remarkable venture!,Neutral sentiment,54
"Wojak Ai in Sol - $WJAI starting & pumping hard recently. Why a few are selling I have no idea. Maybe I could become a $WJAI millionaire and put all my troubles behind me. Only 21 million tokens, all in LP or diamond hands. Maybe AI will ...
5cDCaCpEUkDtLdr5Z6CBXhwNyJweMG2DTByUqH9P2fFU
What do you think...",Question,101
"Ben define 'passive' and define passive income. Because building and running a business has about 0 passive features lol.

Staking a coin is passive income.
Running a node after setup is passive income. 
You are describing good ole work.",Neutral sentiment,51
The roadmap for Web3 Infinity INFTY3 is great. It shows a straightforward path for growth.,Neutral sentiment,22
"I wonder now WHAT you doing??? NOWADAY the  WHOLE WORLD were transitioning into CRYPTO,,,proving all the STUPID EXPERTISE of yours were just a JOKE>*>*>*===",Question,48
Can anyone tell me how to move USDT from MetaMask using this phrase [obvious stay actor sunset unable assault hamster glory law cruise wire drip]?,Question,32
"This guy is a HUGE troll and probably getting paid a lot in Bitcoin but I'm pretty sure he's stacking a lot in XRP and makes these videos just so you and nobody else invest in XRP. Remember, rich people dont want other people to get rich",Negative,54
"If the country we live in assures that the  money we use everyday have value, then who puts value into crypto? How does anyone know that a BitCoin actually worth something?",Question,37
Ye podcast Hindi m dub ho sakta h sir ?,Noise,12
Your advice for Flokong is appreciated. once up to $2 the 200% is mine,Neutral sentiment,21
If blockchain technology is so defunct why are governments adopting the tech for CBCCs?,Question,19
Nice video as always but here is my problem I have been making losses trying to make profit trading. I thought trading demo account is just like trading the real market... can anyone help me out or at least advise me on what to do?,Question,49
"I make huge profits on my investment since i started trading with Mrs Loice Martha,her trading strategy are top notch coupled with the commission she charges on her trade",Neutral sentiment,33
"I remember when I just got into crypto back in 2019 but later in 2020 I ended up selling it because I was dumb and I didn't understand it. I studied and learned and now I know how it works. Got back into crypto early in 2023 with 10k and I'm up with 128k in a short period of time .This comment serves as motivation for all those who have invested and continue to invest in cryptocurrencies with so many losses, do not give up, cryptocurrencies can change your life. Do your best to connect with the right people and you will surely see changes.",Positive,125
"=%OUR BRAND PARTNERS=%

>GBinance 20% Trading Fee Discount For Life + $600 Bonus*! =Ihttps://coinbureau.com/deals/trading/binance/
=Get Your Ledger Wallet, Plus $10 of free BTC =I https://coinbureau.com/deals/wallet/ledger/",Neutral sentiment,69
What miner do you use? Which ones make 20$ a day?,Question,16
"It is amazing what you do, the amount of time and effort you donate is astounding, thank you thank you...so glad I found your channel .building a steady income is quite difficult for newbies. TA is great, but the message is always the same: ""we could go up from here, but we could also go down from here."" I don't think you could ever make a trade based on TA but we could make more money together.  Thanks to Mr Martins ve made over 11btc lately using his methods and strategies in  just two week...",Neutral sentiment,115
Why would any darkweb seller paint the whole fcking box red? To let everyone know that it's from there?,Question,26
"Cryptocurrency has gained significant popularity in recent years as a digital asset class that offers decentralized and secure transactions. Forsage, a popular decentralized platform built on blockchain technology, offers users the opportunity to earn passive income through smart contract-based programs.#forsage #xqore #bnb #crypto",Neutral sentiment,59
In the book of Proverbs it says EVEN a fool is wise when he says nothing! This guy does not know when to keep his mouth closed! He puts his foot in his mouth.,Negative,39
Don't try to misunderstand others it's was u who kept that box and made a vedio of that,Noise,22
"I've been in crypto for over 5 years now, and I've noticed a pattern with the youtube influencers. No one really wants to talk about xrp or xlm> I feel like many public figures were ""advised"" to not encourage buying these coins....which makes me even more bullish =È=°<¯",Negative,68
So your saying my phone can give me unlimited hash?,Question,12
Great video Bro! But I still enjoy you better with phones and gadgets,Noise,15
All of these coins have 50% of supply not in circulation and will dump as soon as they move. Learn crypto before you start giving advice on it,Neutral sentiment,32
Thank alot you for the content!! All we need is the right advice on how to invest in crypto and we will be set for life. I make over 37K dollars every two weeks from trading this year regardless of the market conditions=,Neutral sentiment,49
the biggest scam is the dollar bill in you wallet,Negative,11
Little does he know there is a project called Dogelon with his name ELON on it as the ticker symbol =,Neutral sentiment,25
"Ah, yes, the old practice of people not caring about the real ins and outs and implications of whatever can give them money without requiring labour to earn it, and proudly sleepwalking deep into immorality.

If only some kind of old book had a letter where a religious leader warns a young man about this thing, with a very neat sounding proverb to explain it simply and nicely...",Negative,78
looks like this might ve interesting but i will not listen to a robot voice,Question,16
ANYONE WHO HAS A BRAIN KNOWS THAT DAVINCI ONLY GOT THE BTC CALL RIGHT; OTHER THAN THAT HE WILL ALWAYS MISS ON ANYTHING ELSE. >#==©>!,Negative,41
People are so dumb and they deserve all this crap. Thanks for the video!,Noise,17
"The best vid yet on explaining crypto and associated markets. This from a trading intraday and short-medium  or long term point of view. Was impressed that you showed the market cycle.Also the way you explained it. Regardless if it is stocks, currency, precious metals or real estate, crypto, that is being invested in, there is a cycle. As now crypto is a confirmed asset class, You already have taught me so much. Appreciate your time and effort in making the vid. ...I managed to grow a nest egg of around 3Btcs to a decent 21Btcs&At the heart of this evolution is Francine Duguay, whose deep understanding of both cryptocurrency and traditional trading has been instrumental. Her holistic approach to investment and commitment to staying abreast of market trends make her an invaluable ally in navigating this new era in cryptocurrency investment....",Neutral sentiment,179
"SORA (XOR) coins are still being burned or if the burn status of LION coins is available. You may be able to find more information on CoinGecko or CoinMarketCap ¹ ² ³. Here are some things you might want to know about SORA (XOR) coins ¹ ² ³:
- Total supply: 7,566,238,697 XOR
- Circulating supply: 307,488,232,720 XOR
- Market cap: $146,701 or $6,115,587
- Fully diluted valuation: $146,701 or $6,115,587
- 24-hour trading volume: $275,066 or $314,000
- All-time high: $981.83
- All-time low: $0.00",Neutral sentiment,169
REALSOURCEINVESTMENT=áORG has been extremely helpful to me in personally managing stock and fund portfolios over the past 10-15 years. It has made tax preparation easy and helped with asset allocation. I've found it valuable enough to purchase copies for my son and son-in-law,Neutral sentiment,59
Bro got the box and painted red and called it a day,Noise,13
This guy after getting gaming pc for free on wish: I COMPLETELY GOT SCAMED,Neutral sentiment,18
Dark web is completly of government radar. Don't listen to youtube,Negative,15
Interesting) but this question is off topic... who can describe how to correctly transfer USDT from an OKX wallet to Binance? There are only 12 words: bar buffalo stone electric maze limb oil match obtain rice above asset. Thank,Question,49
"November 2024, and it's still a scam. They think that I'm joking, but they'll have to find out the hard way I guess. Modern day tulip bubble. It's nothing being backed up by nothing.",Negative,48
"Money is an issue that everyone has for a better
and luxurious life, life was hard for me until
started trading bitcoin and am now earning
$20,000 per week.",Neutral sentiment,38
"I know nothing but wanna learn an dive in, where do i start > MURICA <ú<ø",Question,24
"Cheers for posting! I need guidance: My TRX Wallet holds some Tether, and I have the SEED: -clean- -party- -soccer- -advance- -audit- -clean- -evil- -finish -tonight- -involve- -whip- -action-. Could you suggest how should I go about transferring them to Kraken?",Question,78
"Even at the current stage of bitcoin, I'm still receiving $21.420, as a weekly returns im working with a professional expert with the best analytical tools , i also meant him here, it's good to sometime, watch and comments, it's the right time to trade wisely <Æ<",Neutral sentiment,62
"You should sell this video as an NFT, you could make some real money that way",Neutral sentiment,19
Pi mining is safe or not please make a video,Neutral sentiment,11
$OJX coin is perfect for all investors to invest on. Oja project will be the most useful Blockchain for easy transaction.,Neutral sentiment,28
Central Banking is the biggest ponzi skeem of all time.,Objective,14
"is there a direct correlation between the richer getting rich and the rise in popularity of crypto? wasnt covid like one of the biggest transfers of wealth? i dont know if there are actual stats stating where that transfer happened, or is it all just crypto?",Question,52
Really easy and simple to follow and understand. Now I'm subscribed to your channel and eager to research more. Thanks!,Neutral sentiment,25
"Luv it. Not sure if this is true but there is a guy that this happened to. Got drunk one. Iight and bought 98 BitCoin. Came across his ubs device moving out, plugged it in and found the bitcoin he bought for 25 dollars. It is worth 98 million. He is retired.",Negative,68
I watched yt crypto tutorials and now Im -90% protf for 3 years,Neutral sentiment,18
BingX listing KAON is huge! A Bitcoin-native L1 with EVM compatibility sounds promising. Watching the price movement closelywho else is trading this?,Question,34
Thanks for sharing the tips from those crypto big dogs =O==L=¯,Neutral sentiment,21
I BUY MORE XRP LOL SOMEBODY TELL YOU CLOWN MISTER HA AJA,Noise,21
I'm impressed with the speed of this software. Thanks for the great review!,Neutral sentiment,17
You should be canceled fir making videos for now on,Neutral sentiment,11
I believe ETH will spike. That's the same faith I have in ABDS and DT,Neutral sentiment,19
"SMH&.so false. This dude has no idea, or does he? >",Negative,20
Bezos doesnt sound like a person who would shop for 3hr.,Negative,18
The top three crypto buyers are dead look it up,Negative,11
"Sad thing is there are the scammers mixed in who have stolen their BTC from others through Bitconnect, Bitclub,  Onecoin, Gladia, and many others.",Negative,37
"You're so helpful! By the way, my OKX wallet holds some USDT, and I have the seed phrase (fiber earth essay doll arrive aim yard sniff retire protect shield clinic). Could you guide me on transferring it to Binance?",Question,50
Who else loves the thrill of watching prices change in real-time?,Question,14
"missing the forest for the trees. tokenization is the usecase. ignore the scams, nfts etc. The internet hat the same scams, is the internet useless because of it?",Question,38
One chinese EMP and the entire cryptocurrency house of cards collapses.,Objective,13
